instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,holiday
14299,08/23/12,3,1,8,23,0,4,1,2,0.66,0.6212,0.69,0,24,133,157,0
14300,08/24/12,3,1,8,0,0,5,1,2,0.66,0.6212,0.69,0,27,84,111,0
14301,08/24/12,3,1,8,1,0,5,1,2,0.64,0.6061,0.73,0,5,37,42,0
14302,08/24/12,3,1,8,2,0,5,1,1,0.66,0.6212,0.69,0,1,15,16,0
14303,08/24/12,3,1,8,3,0,5,1,1,0.64,0.6061,0.73,0,2,6,8,0
14304,08/24/12,3,1,8,4,0,5,1,2,0.64,0.6061,0.73,0,2,6,8,0
14305,08/24/12,3,1,8,5,0,5,1,1,0.64,0.5909,0.78,0,1,37,38,0
14306,08/24/12,3,1,8,6,0,5,1,2,0.62,0.5758,0.83,0,9,142,151,0
14307,08/24/12,3,1,8,7,0,5,1,2,0.64,0.5909,0.78,0,13,412,425,0
14308,08/24/12,3,1,8,8,0,5,1,2,0.66,0.6212,0.74,0,41,703,744,0
14309,08/24/12,3,1,8,9,0,5,1,2,0.72,0.6667,0.58,0,58,331,389,0
14310,08/24/12,3,1,8,10,0,5,1,2,0.76,0.6818,0.48,0,78,184,262,0
14311,08/24/12,3,1,8,11,0,5,1,2,0.76,0.6818,0.48,0.1045,69,212,281,0
14312,08/24/12,3,1,8,12,0,5,1,2,0.76,0.6818,0.45,0.0896,95,276,371,0
14313,08/24/12,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,79,272,351,0
14314,08/24/12,3,1,8,14,0,5,1,1,0.78,0.697,0.43,0.1045,109,229,338,0
14315,08/24/12,3,1,8,15,0,5,1,2,0.76,0.6818,0.48,0.1343,99,251,350,0
14316,08/24/12,3,1,8,16,0,5,1,2,0.76,0.6818,0.48,0.1343,101,414,515,0
14317,08/24/12,3,1,8,17,0,5,1,2,0.74,0.6667,0.51,0.2239,117,695,812,0
14318,08/24/12,3,1,8,18,0,5,1,2,0.72,0.6818,0.62,0.194,109,627,736,0
14319,08/24/12,3,1,8,19,0,5,1,2,0.72,0.6667,0.58,0.1642,106,430,536,0
14320,08/24/12,3,1,8,20,0,5,1,2,0.7,0.6515,0.65,0.2239,66,297,363,0
14321,08/24/12,3,1,8,21,0,5,1,2,0.7,0.6515,0.61,0.1642,58,248,306,0
14322,08/24/12,3,1,8,22,0,5,1,2,0.7,0.6515,0.61,0,42,209,251,0
14323,08/24/12,3,1,8,23,0,5,1,2,0.68,0.6364,0.69,0.0896,38,140,178,0
14324,08/25/12,3,1,8,0,0,6,0,2,0.7,0.6515,0.61,0,21,114,135,0
14325,08/25/12,3,1,8,1,0,6,0,2,0.68,0.6364,0.69,0,15,100,115,0
14326,08/25/12,3,1,8,2,0,6,0,2,0.66,0.6212,0.74,0.0896,18,61,79,0
14327,08/25/12,3,1,8,3,0,6,0,1,0.66,0.6212,0.69,0.0896,7,31,38,0
14328,08/25/12,3,1,8,4,0,6,0,2,0.66,0.6212,0.69,0.1045,3,9,12,0
14329,08/25/12,3,1,8,5,0,6,0,2,0.64,0.6061,0.73,0.1642,4,10,14,0
14330,08/25/12,3,1,8,6,0,6,0,2,0.64,0.5909,0.78,0.1642,5,25,30,0
14331,08/25/12,3,1,8,7,0,6,0,2,0.64,0.5909,0.78,0.194,14,88,102,0
14332,08/25/12,3,1,8,8,0,6,0,2,0.66,0.6212,0.74,0.2537,29,133,162,0
14333,08/25/12,3,1,8,9,0,6,0,2,0.68,0.6364,0.69,0.2836,60,228,288,0
14334,08/25/12,3,1,8,10,0,6,0,2,0.7,0.6515,0.65,0.2985,148,294,442,0
14335,08/25/12,3,1,8,11,0,6,0,2,0.72,0.6818,0.62,0.2836,143,314,457,0
14336,08/25/12,3,1,8,12,0,6,0,3,0.72,0.6667,0.54,0.3881,217,367,584,0
14337,08/25/12,3,1,8,13,0,6,0,2,0.72,0.6667,0.51,0.3582,186,331,517,0
14338,08/25/12,3,1,8,14,0,6,0,3,0.66,0.6212,0.65,0.2537,150,332,482,0
14339,08/25/12,3,1,8,15,0,6,0,2,0.64,0.6061,0.73,0.3284,79,154,233,0
14340,08/25/12,3,1,8,16,0,6,0,2,0.66,0.6212,0.74,0.2985,174,260,434,0
14341,08/25/12,3,1,8,17,0,6,0,2,0.66,0.6212,0.74,0.3284,132,271,403,0
14342,08/25/12,3,1,8,18,0,6,0,2,0.66,0.6212,0.69,0.4627,122,261,383,0
14343,08/25/12,3,1,8,19,0,6,0,2,0.64,0.5909,0.78,0.2985,97,257,354,0
14344,08/25/12,3,1,8,20,0,6,0,3,0.62,0.5758,0.83,0.2537,65,176,241,0
14345,08/25/12,3,1,8,21,0,6,0,1,0.62,0.5758,0.83,0.3582,60,148,208,0
14346,08/25/12,3,1,8,22,0,6,0,1,0.62,0.5758,0.83,0.3582,46,136,182,0
14347,08/25/12,3,1,8,23,0,6,0,2,0.62,0.5758,0.83,0.2537,34,124,158,0
14348,08/26/12,3,1,8,0,0,0,0,1,0.64,0.5758,0.89,0.2537,23,111,134,0
14349,08/26/12,3,1,8,1,0,0,0,1,0.64,0.5758,0.89,0.194,18,116,134,0
14350,08/26/12,3,1,8,2,0,0,0,2,0.64,0.5758,0.89,0.2239,12,104,116,0
14351,08/26/12,3,1,8,3,0,0,0,2,0.64,0.5758,0.89,0.2537,11,42,53,0
14352,08/26/12,3,1,8,4,0,0,0,2,0.64,0.5758,0.89,0.194,5,11,16,0
14353,08/26/12,3,1,8,5,0,0,0,1,0.64,0.5758,0.89,0.194,3,13,16,0
14354,08/26/12,3,1,8,6,0,0,0,1,0.62,0.5606,0.88,0.2985,5,16,21,0
14355,08/26/12,3,1,8,7,0,0,0,1,0.64,0.5758,0.89,0.194,11,23,34,0
14356,08/26/12,3,1,8,8,0,0,0,1,0.68,0.6364,0.79,0.2836,21,112,133,0
14357,08/26/12,3,1,8,9,0,0,0,1,0.68,0.6364,0.79,0.2537,67,196,263,0
14358,08/26/12,3,1,8,10,0,0,0,1,0.74,0.697,0.66,0.3881,127,258,385,0
14359,08/26/12,3,1,8,11,0,0,0,1,0.74,0.697,0.66,0.3582,150,332,482,0
14360,08/26/12,3,1,8,12,0,0,0,3,0.72,0.697,0.74,0.3582,225,401,626,0
14361,08/26/12,3,1,8,13,0,0,0,3,0.66,0.6061,0.78,0.4179,166,375,541,0
14362,08/26/12,3,1,8,14,0,0,0,1,0.64,0.5758,0.89,0.1045,125,252,377,0
14363,08/26/12,3,1,8,15,0,0,0,3,0.64,0.5758,0.89,0.2836,132,259,391,0
14364,08/26/12,3,1,8,16,0,0,0,3,0.64,0.5758,0.89,0.2836,57,116,173,0
14365,08/26/12,3,1,8,17,0,0,0,1,0.64,0.5758,0.89,0.2239,61,172,233,0
14366,08/26/12,3,1,8,18,0,0,0,2,0.64,0.5758,0.89,0.0896,77,187,264,0
14367,08/26/12,3,1,8,19,0,0,0,2,0.64,0.5758,0.89,0.1642,80,212,292,0
14368,08/26/12,3,1,8,20,0,0,0,1,0.64,0.5758,0.89,0.1642,40,171,211,0
14369,08/26/12,3,1,8,21,0,0,0,1,0.64,0.5758,0.83,0.1343,26,140,166,0
14370,08/26/12,3,1,8,22,0,0,0,1,0.62,0.5606,0.88,0.0896,20,94,114,0
14371,08/26/12,3,1,8,23,0,0,0,1,0.62,0.5758,0.83,0.0896,21,59,80,0
14372,08/27/12,3,1,8,0,0,1,1,1,0.62,0.5758,0.83,0,4,28,32,0
14373,08/27/12,3,1,8,1,0,1,1,1,0.62,0.5606,0.88,0.0896,3,4,7,0
14374,08/27/12,3,1,8,2,0,1,1,1,0.62,0.5606,0.88,0.1343,0,8,8,0
14375,08/27/12,3,1,8,3,0,1,1,1,0.62,0.5606,0.88,0.0896,1,3,4,0
14376,08/27/12,3,1,8,4,0,1,1,1,0.62,0.5758,0.83,0,1,11,12,0
14377,08/27/12,3,1,8,5,0,1,1,1,0.62,0.5606,0.88,0,4,32,36,0
14378,08/27/12,3,1,8,6,0,1,1,1,0.62,0.5606,0.88,0,4,141,145,0
14379,08/27/12,3,1,8,7,0,1,1,1,0.66,0.6061,0.83,0,15,418,433,0
14380,08/27/12,3,1,8,8,0,1,1,1,0.66,0.6061,0.83,0.0896,29,670,699,0
14381,08/27/12,3,1,8,9,0,1,1,1,0.66,0.6061,0.83,0.1045,40,302,342,0
14382,08/27/12,3,1,8,10,0,1,1,1,0.72,0.697,0.74,0.1343,63,143,206,0
14383,08/27/12,3,1,8,11,0,1,1,1,0.74,0.697,0.66,0.194,47,182,229,0
14384,08/27/12,3,1,8,12,0,1,1,1,0.76,0.7121,0.62,0,69,214,283,0
14385,08/27/12,3,1,8,13,0,1,1,1,0.76,0.7121,0.57,0.1642,77,211,288,0
14386,08/27/12,3,1,8,14,0,1,1,1,0.8,0.7424,0.49,0.0896,66,180,246,0
14387,08/27/12,3,1,8,15,0,1,1,1,0.8,0.7576,0.55,0.2985,77,205,282,0
14388,08/27/12,3,1,8,16,0,1,1,1,0.8,0.7576,0.55,0.2537,77,367,444,0
14389,08/27/12,3,1,8,17,0,1,1,1,0.8,0.7273,0.46,0.2239,101,744,845,0
14390,08/27/12,3,1,8,18,0,1,1,1,0.78,0.7121,0.52,0.2537,83,751,834,0
14391,08/27/12,3,1,8,19,0,1,1,1,0.74,0.697,0.7,0.2239,74,499,573,0
14392,08/27/12,3,1,8,20,0,1,1,1,0.74,0.697,0.7,0.194,50,366,416,0
14393,08/27/12,3,1,8,21,0,1,1,1,0.72,0.697,0.74,0.194,39,239,278,0
14394,08/27/12,3,1,8,22,0,1,1,1,0.7,0.6667,0.84,0.194,30,131,161,0
14395,08/27/12,3,1,8,23,0,1,1,1,0.7,0.6667,0.84,0.1642,35,79,114,0
14396,08/28/12,3,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.2537,9,29,38,0
14397,08/28/12,3,1,8,1,0,2,1,1,0.68,0.6364,0.89,0.194,4,17,21,0
14398,08/28/12,3,1,8,2,0,2,1,1,0.68,0.6364,0.83,0.2537,2,13,15,0
14399,08/28/12,3,1,8,3,0,2,1,1,0.66,0.5909,0.89,0.1343,0,4,4,0
14400,08/28/12,3,1,8,4,0,2,1,1,0.66,0.6061,0.83,0.1343,2,6,8,0
14401,08/28/12,3,1,8,5,0,2,1,2,0.66,0.6061,0.83,0.0896,3,39,42,0
14402,08/28/12,3,1,8,6,0,2,1,2,0.66,0.5909,0.89,0.1045,3,144,147,0
14403,08/28/12,3,1,8,7,0,2,1,2,0.66,0.6061,0.83,0.1045,14,255,269,0
14404,08/28/12,3,1,8,8,0,2,1,2,0.66,0.6212,0.85,0.1045,25,668,693,0
14405,08/28/12,3,1,8,9,0,2,1,2,0.7,0.6667,0.79,0.1642,44,351,395,0
14406,08/28/12,3,1,8,10,0,2,1,1,0.74,0.6818,0.62,0.2537,39,165,204,0
14407,08/28/12,3,1,8,11,0,2,1,1,0.78,0.7273,0.55,0.2537,47,171,218,0
14408,08/28/12,3,1,8,12,0,2,1,1,0.8,0.7424,0.49,0.2836,56,241,297,0
14409,08/28/12,3,1,8,13,0,2,1,1,0.82,0.7424,0.43,0.2985,56,232,288,0
14410,08/28/12,3,1,8,14,0,2,1,1,0.84,0.7424,0.38,0.3284,72,179,251,0
14411,08/28/12,3,1,8,15,0,2,1,1,0.82,0.7273,0.34,0.2985,59,258,317,0
14412,08/28/12,3,1,8,16,0,2,1,1,0.82,0.7121,0.33,0.3284,84,396,480,0
14413,08/28/12,3,1,8,17,0,2,1,1,0.8,0.697,0.35,0.3881,90,774,864,0
14414,08/28/12,3,1,8,18,0,2,1,1,0.78,0.697,0.4,0.2537,82,736,818,0
14415,08/28/12,3,1,8,19,0,2,1,1,0.74,0.6667,0.45,0.1642,82,515,597,0
14416,08/28/12,3,1,8,20,0,2,1,1,0.72,0.6667,0.48,0.1045,87,348,435,0
14417,08/28/12,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,314,0
14418,08/28/12,3,1,8,22,0,2,1,1,0.7,0.6515,0.54,0,20,196,216,0
14419,08/28/12,3,1,8,23,0,2,1,1,0.68,0.6364,0.57,0,17,92,109,0
14420,08/29/12,3,1,8,0,0,3,1,1,0.66,0.6212,0.69,0,8,39,47,0
14421,08/29/12,3,1,8,1,0,3,1,1,0.64,0.6061,0.69,0.1343,2,12,14,0
14422,08/29/12,3,1,8,2,0,3,1,1,0.62,0.5909,0.73,0.1343,2,4,6,0
14423,08/29/12,3,1,8,3,0,3,1,1,0.62,0.5909,0.73,0.1045,0,9,9,0
14424,08/29/12,3,1,8,4,0,3,1,1,0.6,0.5909,0.73,0.2239,2,8,10,0
14425,08/29/12,3,1,8,5,0,3,1,1,0.6,0.5909,0.73,0.194,3,37,40,0
14426,08/29/12,3,1,8,6,0,3,1,1,0.6,0.5909,0.73,0.194,6,175,181,0
14427,08/29/12,3,1,8,7,0,3,1,1,0.64,0.6061,0.65,0.0896,23,531,554,0
14428,08/29/12,3,1,8,8,0,3,1,1,0.66,0.6212,0.61,0.1642,28,780,808,0
14429,08/29/12,3,1,8,9,0,3,1,1,0.7,0.6515,0.51,0.194,40,308,348,0
14430,08/29/12,3,1,8,10,0,3,1,1,0.72,0.6667,0.48,0.1642,34,144,178,0
14431,08/29/12,3,1,8,11,0,3,1,1,0.72,0.6515,0.45,0,67,186,253,0
14432,08/29/12,3,1,8,12,0,3,1,1,0.76,0.6818,0.4,0,79,281,360,0
14433,08/29/12,3,1,8,13,0,3,1,1,0.74,0.6667,0.42,0,68,232,300,0
14434,08/29/12,3,1,8,14,0,3,1,1,0.76,0.6818,0.4,0.0896,87,214,301,0
14435,08/29/12,3,1,8,15,0,3,1,1,0.76,0.6818,0.4,0.194,96,242,338,0
14436,08/29/12,3,1,8,16,0,3,1,1,0.76,0.6667,0.37,0.1343,104,389,493,0
14437,08/29/12,3,1,8,17,0,3,1,1,0.78,0.6818,0.35,0.2239,108,762,870,0
14438,08/29/12,3,1,8,18,0,3,1,1,0.74,0.6667,0.42,0.1642,119,693,812,0
14439,08/29/12,3,1,8,19,0,3,1,1,0.7,0.6515,0.54,0.194,120,523,643,0
14440,08/29/12,3,1,8,20,0,3,1,1,0.68,0.6364,0.57,0,49,378,427,0
14441,08/29/12,3,1,8,21,0,3,1,1,0.66,0.6212,0.54,0.1045,48,265,313,0
14442,08/29/12,3,1,8,22,0,3,1,1,0.66,0.6212,0.54,0,50,185,235,0
14443,08/29/12,3,1,8,23,0,3,1,1,0.66,0.6212,0.57,0,34,123,157,0
14444,08/30/12,3,1,8,0,0,4,1,1,0.64,0.6061,0.69,0,14,51,65,0
14445,08/30/12,3,1,8,1,0,4,1,1,0.64,0.6061,0.65,0,6,17,23,0
14446,08/30/12,3,1,8,2,0,4,1,1,0.62,0.5909,0.73,0,3,14,17,0
14447,08/30/12,3,1,8,3,0,4,1,1,0.62,0.5909,0.73,0,0,5,5,0
14448,08/30/12,3,1,8,4,0,4,1,1,0.62,0.5909,0.73,0,4,4,8,0
14449,08/30/12,3,1,8,5,0,4,1,1,0.62,0.5909,0.73,0,2,33,35,0
14450,08/30/12,3,1,8,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155,163,0
14451,08/30/12,3,1,8,7,0,4,1,1,0.64,0.6061,0.73,0,31,501,532,0
14452,08/30/12,3,1,8,8,0,4,1,1,0.66,0.6212,0.65,0,53,701,754,0
14453,08/30/12,3,1,8,9,0,4,1,1,0.7,0.6515,0.58,0,57,339,396,0
14454,08/30/12,3,1,8,10,0,4,1,1,0.72,0.6667,0.54,0,73,161,234,0
14455,08/30/12,3,1,8,11,0,4,1,1,0.76,0.6818,0.4,0.0896,85,191,276,0
14456,08/30/12,3,1,8,12,0,4,1,1,0.76,0.6818,0.45,0.1343,73,221,294,0
14457,08/30/12,3,1,8,13,0,4,1,1,0.76,0.6818,0.48,0.1045,76,214,290,0
14458,08/30/12,3,1,8,14,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273,0
14459,08/30/12,3,1,8,15,0,4,1,1,0.8,0.7273,0.46,0.1642,99,239,338,0
14460,08/30/12,3,1,8,16,0,4,1,1,0.8,0.7273,0.43,0.1642,77,405,482,0
14461,08/30/12,3,1,8,17,0,4,1,1,0.82,0.7273,0.34,0.2239,93,751,844,0
14462,08/30/12,3,1,8,18,0,4,1,1,0.8,0.7121,0.38,0.1343,109,744,853,0
14463,08/30/12,3,1,8,19,0,4,1,1,0.76,0.6818,0.48,0.1343,78,532,610,0
14464,08/30/12,3,1,8,20,0,4,1,1,0.74,0.6818,0.58,0.1642,68,403,471,0
14465,08/30/12,3,1,8,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307,0
14466,08/30/12,3,1,8,22,0,4,1,1,0.7,0.6515,0.7,0,38,253,291,0
14467,08/30/12,3,1,8,23,0,4,1,1,0.7,0.6667,0.74,0.1045,19,133,152,0
14468,08/31/12,3,1,8,0,0,5,1,1,0.68,0.6364,0.83,0.1642,13,69,82,0
14469,08/31/12,3,1,8,1,0,5,1,1,0.68,0.6364,0.83,0.1642,8,24,32,0
14470,08/31/12,3,1,8,2,0,5,1,1,0.66,0.5909,0.89,0.1343,9,11,20,0
14471,08/31/12,3,1,8,3,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5,0
14472,08/31/12,3,1,8,4,0,5,1,1,0.64,0.5758,0.89,0.1343,0,7,7,0
14473,08/31/12,3,1,8,5,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29,0
14474,08/31/12,3,1,8,6,0,5,1,2,0.64,0.5758,0.89,0.1642,7,101,108,0
14475,08/31/12,3,1,8,7,0,5,1,2,0.64,0.5758,0.89,0.0896,21,400,421,0
14476,08/31/12,3,1,8,8,0,5,1,2,0.7,0.6667,0.74,0,36,654,690,0
14477,08/31/12,3,1,8,9,0,5,1,1,0.74,0.697,0.7,0,61,337,398,0
14478,08/31/12,3,1,8,10,0,5,1,1,0.76,0.7121,0.62,0.0896,59,197,256,0
14479,08/31/12,3,1,8,11,0,5,1,1,0.86,0.7424,0.28,0.2985,88,221,309,0
14480,08/31/12,3,1,8,12,0,5,1,1,0.86,0.7424,0.26,0.2537,120,290,410,0
14481,08/31/12,3,1,8,13,0,5,1,1,0.88,0.7576,0.27,0.3284,97,271,368,0
14482,08/31/12,3,1,8,14,0,5,1,1,0.9,0.7727,0.25,0.2239,112,324,436,0
14483,08/31/12,3,1,8,15,0,5,1,1,0.9,0.7879,0.27,0.2985,109,417,526,0
14484,08/31/12,3,1,8,16,0,5,1,1,0.9,0.7879,0.27,0.2537,111,417,528,0
14485,08/31/12,3,1,8,17,0,5,1,1,0.88,0.7727,0.32,0.1642,129,488,617,0
14486,08/31/12,3,1,8,18,0,5,1,1,0.86,0.7576,0.36,0.2537,87,459,546,0
14487,08/31/12,3,1,8,19,0,5,1,1,0.8,0.7424,0.49,0.1343,91,361,452,0
14488,08/31/12,3,1,8,20,0,5,1,1,0.8,0.7424,0.49,0.1343,102,254,356,0
14489,08/31/12,3,1,8,21,0,5,1,1,0.76,0.7121,0.58,0.194,71,232,303,0
14490,08/31/12,3,1,8,22,0,5,1,1,0.76,0.7121,0.58,0.194,65,212,277,0
14491,08/31/12,3,1,8,23,0,5,1,1,0.74,0.6818,0.62,0.1045,32,142,174,0
14492,09/01/12,3,1,9,0,0,6,0,1,0.74,0.6818,0.62,0.1045,22,146,168,0
14493,09/01/12,3,1,9,1,0,6,0,1,0.72,0.697,0.74,0.1343,11,68,79,0
14494,09/01/12,3,1,9,2,0,6,0,1,0.7,0.6515,0.7,0.1642,8,61,69,0
14495,09/01/12,3,1,9,3,0,6,0,1,0.7,0.6515,0.7,0.1045,6,29,35,0
14496,09/01/12,3,1,9,4,0,6,0,1,0.7,0.6515,0.7,0,3,9,12,0
14497,09/01/12,3,1,9,5,0,6,0,1,0.68,0.6364,0.79,0,2,20,22,0
14498,09/01/12,3,1,9,6,0,6,0,1,0.68,0.6364,0.79,0,13,23,36,0
14499,09/01/12,3,1,9,7,0,6,0,2,0.74,0.6818,0.58,0.1343,8,58,66,0
14500,09/01/12,3,1,9,8,0,6,0,2,0.76,0.7121,0.58,0.2537,28,134,162,0
14501,09/01/12,3,1,9,9,0,6,0,2,0.76,0.7121,0.58,0.194,62,175,237,0
14502,09/01/12,3,1,9,10,0,6,0,2,0.78,0.7273,0.55,0.194,128,289,417,0
14503,09/01/12,3,1,9,11,0,6,0,2,0.8,0.7576,0.55,0.2239,219,273,492,0
14504,09/01/12,3,1,9,12,0,6,0,2,0.8,0.7576,0.55,0.1642,187,284,471,0
14505,09/01/12,3,1,9,13,0,6,0,2,0.82,0.7727,0.52,0.0896,237,267,504,0
14506,09/01/12,3,1,9,14,0,6,0,2,0.86,0.7879,0.44,0.1642,240,274,514,0
14507,09/01/12,3,1,9,15,0,6,0,2,0.86,0.7879,0.44,0.2836,257,306,563,0
14508,09/01/12,3,1,9,16,0,6,0,2,0.84,0.7879,0.49,0.1642,209,253,462,0
14509,09/01/12,3,1,9,17,0,6,0,2,0.82,0.7727,0.52,0,205,258,463,0
14510,09/01/12,3,1,9,18,0,6,0,2,0.82,0.7727,0.52,0,184,258,442,0
14511,09/01/12,3,1,9,19,0,6,0,3,0.78,0.7424,0.62,0,157,235,392,0
14512,09/01/12,3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,67,140,207,0
14513,09/01/12,3,1,9,21,0,6,0,3,0.64,0.5758,0.89,0,21,83,104,0
14514,09/01/12,3,1,9,22,0,6,0,2,0.66,0.5909,0.89,0,21,57,78,0
14515,09/01/12,3,1,9,23,0,6,0,1,0.66,0.5909,0.89,0.0896,57,88,145,0
14516,09/02/12,3,1,9,0,0,0,0,2,0.66,0.5909,0.89,0.0896,27,72,99,0
14517,09/02/12,3,1,9,1,0,0,0,1,0.66,0.5909,0.89,0,15,58,73,0
14518,09/02/12,3,1,9,2,0,0,0,1,0.66,0.5909,0.89,0,28,56,84,0
14519,09/02/12,3,1,9,3,0,0,0,1,0.66,0.5909,0.89,0.0896,9,33,42,0
14520,09/02/12,3,1,9,4,0,0,0,1,0.66,0.5909,0.89,0,7,15,22,0
14521,09/02/12,3,1,9,5,0,0,0,1,0.66,0.5909,0.89,0,2,10,12,0
14522,09/02/12,3,1,9,6,0,0,0,2,0.66,0.5909,0.89,0,2,13,15,0
14523,09/02/12,3,1,9,7,0,0,0,1,0.66,0.5909,0.94,0.0896,13,29,42,0
14524,09/02/12,3,1,9,8,0,0,0,1,0.68,0.6364,0.89,0.0896,30,99,129,0
14525,09/02/12,3,1,9,9,0,0,0,2,0.7,0.6667,0.84,0,88,144,232,0
14526,09/02/12,3,1,9,10,0,0,0,2,0.72,0.697,0.79,0,158,230,388,0
14527,09/02/12,3,1,9,11,0,0,0,2,0.74,0.697,0.7,0,226,263,489,0
14528,09/02/12,3,1,9,12,0,0,0,3,0.74,0.697,0.7,0,248,297,545,0
14529,09/02/12,3,1,9,13,0,0,0,3,0.72,0.697,0.74,0.0896,263,230,493,0
14530,09/02/12,3,1,9,14,0,0,0,3,0.72,0.697,0.79,0.0896,249,208,457,0
14531,09/02/12,3,1,9,15,0,0,0,3,0.74,0.7121,0.74,0.1343,179,176,355,0
14532,09/02/12,3,1,9,16,0,0,0,1,0.74,0.697,0.7,0,222,252,474,0
14533,09/02/12,3,1,9,17,0,0,0,1,0.76,0.7273,0.66,0.0896,219,284,503,0
14534,09/02/12,3,1,9,18,0,0,0,1,0.74,0.7121,0.74,0,227,273,500,0
14535,09/02/12,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,292,0
14536,09/02/12,3,1,9,20,0,0,0,2,0.7,0.6667,0.84,0.1642,63,41,104,0
14537,09/02/12,3,1,9,21,0,0,0,1,0.7,0.6515,0.7,0.1642,79,92,171,0
14538,09/02/12,3,1,9,22,0,0,0,3,0.68,0.6364,0.83,0.1343,66,100,166,0
14539,09/02/12,3,1,9,23,0,0,0,3,0.66,0.5909,0.89,0.0896,53,70,123,0
14540,09/03/12,3,1,9,0,1,1,0,2,0.66,0.5909,0.94,0,42,62,104,0
14541,09/03/12,3,1,9,1,1,1,0,2,0.68,0.6364,0.89,0.1642,18,37,55,0
14542,09/03/12,3,1,9,2,1,1,0,1,0.66,0.5909,0.89,0.1045,10,30,40,0
14543,09/03/12,3,1,9,3,1,1,0,1,0.66,0.5909,0.89,0.1343,6,22,28,0
14544,09/03/12,3,1,9,4,1,1,0,1,0.66,0.5909,0.89,0.0896,6,5,11,0
14545,09/03/12,3,1,9,5,1,1,0,1,0.66,0.5909,0.89,0,1,3,4,0
14546,09/03/12,3,1,9,6,1,1,0,1,0.66,0.5909,0.94,0,3,12,15,0
14547,09/03/12,3,1,9,7,1,1,0,1,0.68,0.6364,0.85,0,6,37,43,0
14548,09/03/12,3,1,9,8,1,1,0,2,0.7,0.6667,0.84,0.1045,36,91,127,0
14549,09/03/12,3,1,9,9,1,1,0,2,0.7,0.6667,0.84,0.1343,71,158,229,0
14550,09/03/12,3,1,9,10,1,1,0,2,0.74,0.7121,0.74,0.2239,135,224,359,0
14551,09/03/12,3,1,9,11,1,1,0,2,0.74,0.697,0.7,0.2836,187,272,459,0
14552,09/03/12,3,1,9,12,1,1,0,2,0.76,0.7121,0.62,0.2985,191,352,543,0
14553,09/03/12,3,1,9,13,1,1,0,2,0.76,0.7273,0.66,0.2537,209,357,566,0
14554,09/03/12,3,1,9,14,1,1,0,1,0.74,0.697,0.7,0.2985,163,349,512,0
14555,09/03/12,3,1,9,15,1,1,0,1,0.74,0.697,0.7,0.2239,168,281,449,0
14556,09/03/12,3,1,9,16,1,1,0,1,0.74,0.697,0.7,0.2239,165,335,500,0
14557,09/03/12,3,1,9,17,1,1,0,1,0.74,0.697,0.7,0.1343,181,317,498,0
14558,09/03/12,3,1,9,18,1,1,0,1,0.74,0.697,0.66,0.1642,145,337,482,0
14559,09/03/12,3,1,9,19,1,1,0,1,0.72,0.697,0.74,0.194,73,301,374,0
14560,09/03/12,3,1,9,20,1,1,0,1,0.72,0.6818,0.76,0.1045,78,183,261,0
14561,09/03/12,3,1,9,21,1,1,0,1,0.72,0.6818,0.76,0.1045,42,142,184,0
14562,09/03/12,3,1,9,22,1,1,0,2,0.7,0.6667,0.84,0.1343,17,104,121,0
14563,09/03/12,3,1,9,23,1,1,0,2,0.7,0.6667,0.84,0.2537,12,58,70,0
14564,09/04/12,3,1,9,0,0,2,1,2,0.7,0.6667,0.84,0.2537,10,19,29,0
14565,09/04/12,3,1,9,1,0,2,1,1,0.68,0.6364,0.82,0.1343,15,9,24,0
14566,09/04/12,3,1,9,2,0,2,1,1,0.68,0.6364,0.82,0.1343,1,4,5,0
14567,09/04/12,3,1,9,3,0,2,1,2,0.66,0.5909,0.89,0.0896,1,9,10,0
14568,09/04/12,3,1,9,4,0,2,1,2,0.66,0.5909,0.89,0,0,8,8,0
14569,09/04/12,3,1,9,5,0,2,1,2,0.66,0.5909,0.89,0,1,37,38,0
14570,09/04/12,3,1,9,6,0,2,1,2,0.68,0.6364,0.89,0.1045,7,165,172,0
14571,09/04/12,3,1,9,7,0,2,1,2,0.68,0.6364,0.89,0.1045,13,480,493,0
14572,09/04/12,3,1,9,8,0,2,1,1,0.7,0.6667,0.84,0.1642,15,617,632,0
14573,09/04/12,3,1,9,9,0,2,1,2,0.72,0.697,0.79,0.2239,30,293,323,0
14574,09/04/12,3,1,9,10,0,2,1,2,0.72,0.697,0.74,0.2537,42,130,172,0
14575,09/04/12,3,1,9,11,0,2,1,2,0.74,0.697,0.7,0.2836,39,159,198,0
14576,09/04/12,3,1,9,12,0,2,1,1,0.76,0.7273,0.7,0.2836,54,233,287,0
